block,trial,subj,trialType,cue,probe,response,rt,accuracy
1,3,s001,BY,R,U,right,0.33881187438964844,True
1,4,s001,AX,A,X,left,0.5456428527832031,True
1,5,s001,AX,A,X,left,0.5689899921417236,True
1,6,s001,NG,G,5,nan,nan,True
1,7,s001,NG,P,3,nan,nan,True
1,8,s001,BY,R,U,right,0.20316505432128906,True
1,9,s001,BX,S,X,right,0.39997196197509766,True
1,10,s001,NG,A,5,nan,nan,True
1,11,s001,NG,E,4,right,0.34687209129333496,False
1,12,s001,BY,R,Q,right,0.2657320499420166,True
1,13,s001,NG,A,4,nan,nan,True
1,14,s001,BX,G,X,right,0.41047000885009766,True
1,15,s001,AX,A,X,left,0.9825170040130615,True
1,16,s001,BY,P,F,right,0.6751937866210938,True
1,17,s001,AX,A,X,left,0.46868205070495605,True
1,18,s001,BY,R,M,right,0.45432400703430176,True
1,19,s001,AX,A,X,left,0.5764269828796387,True
1,20,s001,BX,G,X,right,0.6382172107696533,True
1,21,s001,AX,A,X,left,0.5770399570465088,True
1,22,s001,NG,A,1,nan,nan,True
1,23,s001,BY,R,Q,right,0.4050319194793701,True
1,24,s001,NG,A,5,nan,nan,True
1,25,s001,AY,A,M,right,0.8239278793334961,True
1,26,s001,AX,A,X,left,0.3873159885406494,True
1,27,s001,BY,G,F,right,1.0963099002838135,True
1,28,s001,AX,A,X,left,0.408919095993042,True
1,29,s001,AX,A,X,left,0.5408060550689697,True
1,30,s001,BY,R,F,right,0.40406203269958496,True
1,31,s001,BY,P,Q,right,0.5443439483642578,True
1,32,s001,AX,A,X,left,0.6951079368591309,True
1,33,s001,AX,A,X,left,0.2800021171569824,True
1,34,s001,BY,G,U,right,0.3939199447631836,True
1,35,s001,AY,A,J,right,0.7431061267852783,True
1,36,s001,BY,R,F,right,0.34140992164611816,True
1,37,s001,BX,P,X,right,0.4768831729888916,True
1,38,s001,BY,G,F,right,0.7905280590057373,True
1,39,s001,NG,S,4,nan,nan,True
1,40,s001,AX,A,X,left,0.49766993522644043,True
1,41,s001,AY,A,Q,right,0.5227251052856445,True
1,42,s001,BY,S,J,right,0.6663310527801514,True
1,43,s001,AX,A,X,nan,nan,False
1,44,s001,AY,A,J,right,0.5461688041687012,True
1,45,s001,BY,G,F,right,0.4331858158111572,True
1,46,s001,AX,A,X,left,0.4199068546295166,True
1,47,s001,BY,R,M,right,0.3760499954223633,True
2,0,s001,BY,G,M,right,1.3973040580749512,True
2,1,s001,AX,A,X,nan,nan,False
2,2,s001,BY,R,U,right,0.37623000144958496,True
2,3,s001,BY,P,J,right,0.5419731140136719,True
2,4,s001,AX,A,X,left,0.628572940826416,True
2,5,s001,BY,P,M,right,0.4404449462890625,True
2,6,s001,AX,A,X,nan,nan,False
2,7,s001,BY,E,J,right,0.6180689334869385,True
2,8,s001,AX,A,X,left,0.5811572074890137,True
2,9,s001,NG,R,8,nan,nan,True
2,10,s001,AX,A,X,left,0.6893949508666992,True
2,11,s001,AY,A,M,right,0.8502061367034912,True
2,12,s001,BY,R,Q,right,0.5237991809844971,True
2,13,s001,AX,A,X,left,0.35583996772766113,True
2,14,s001,BY,R,F,right,0.46608614921569824,True
2,15,s001,BY,P,M,right,0.41948986053466797,True
2,16,s001,AX,A,X,left,0.5515410900115967,True
2,17,s001,AX,A,X,left,0.38983988761901855,True
2,18,s001,BY,P,U,right,0.5385580062866211,True
2,19,s001,AY,A,U,right,0.4658641815185547,True
2,20,s001,NG,A,9,nan,nan,True
2,21,s001,BY,S,Q,right,0.25015902519226074,True
2,22,s001,NG,S,2,nan,nan,True
2,23,s001,AY,A,J,right,0.7229928970336914,True
2,24,s001,AX,A,X,left,0.634289026260376,True
2,25,s001,BY,S,J,right,0.4931490421295166,True
2,26,s001,AX,A,X,left,0.6542048454284668,True
2,27,s001,BX,S,X,left,0.5842480659484863,False
2,28,s001,BX,G,X,right,0.789039134979248,True
2,29,s001,NG,P,6,nan,nan,True
2,30,s001,BY,R,U,right,0.4963247776031494,True
2,31,s001,BX,E,X,right,0.6330981254577637,True
2,32,s001,NG,A,6,nan,nan,True
2,33,s001,BY,S,M,right,0.4026219844818115,True
2,34,s001,AX,A,X,left,0.3027520179748535,True
2,35,s001,BY,R,Q,right,0.2875328063964844,True
2,36,s001,NG,A,9,nan,nan,True
2,37,s001,BX,P,X,right,0.7113268375396729,True
2,38,s001,AX,A,X,left,0.543004035949707,True
2,39,s001,AX,A,X,left,0.3422079086303711,True
2,40,s001,BY,P,M,right,0.3174750804901123,True
2,41,s001,AX,A,X,left,0.6048150062561035,True
2,42,s001,AY,A,F,right,0.417374849319458,True
2,43,s001,BY,R,M,right,0.4851999282836914,True
2,44,s001,AX,A,X,left,0.3023240566253662,True
2,45,s001,NG,A,3,nan,nan,True
2,46,s001,AX,A,X,left,0.30901288986206055,True
2,47,s001,NG,E,8,nan,nan,True
3,0,s001,AX,A,X,left,0.4320690631866455,True
3,1,s001,AY,A,U,right,0.37946510314941406,True
3,2,s001,AX,A,X,left,0.289553165435791,True
3,3,s001,AX,A,X,nan,nan,False
3,4,s001,BY,P,F,right,0.9771411418914795,True
3,5,s001,AX,A,X,left,0.23002982139587402,True
3,6,s001,BX,G,X,right,0.3302619457244873,True
3,7,s001,NG,R,8,right,0.2420330047607422,False
3,8,s001,AX,A,X,left,0.6129660606384277,True
3,9,s001,AX,A,X,left,1.1613948345184326,True
3,10,s001,NG,A,1,nan,nan,True
3,11,s001,NG,A,2,nan,nan,True
3,12,s001,AX,A,X,left,0.3240969181060791,True
3,13,s001,BY,S,U,right,1.0116150379180908,True
3,14,s001,AX,A,X,left,0.9675710201263428,True
3,15,s001,BX,E,X,right,0.7727580070495605,True
3,16,s001,BY,S,F,right,0.6501281261444092,True
3,17,s001,BY,G,Q,right,0.4918699264526367,True
3,18,s001,NG,A,4,nan,nan,True
3,19,s001,AY,A,M,right,0.44376397132873535,True
3,20,s001,NG,G,4,nan,nan,True
3,21,s001,BY,R,F,right,0.6610410213470459,True
3,22,s001,BY,G,U,right,0.6233241558074951,True
3,23,s001,AX,A,X,left,0.3469071388244629,True
3,24,s001,AX,A,X,left,0.3856050968170166,True
3,25,s001,BY,P,Q,right,0.39121413230895996,True
3,26,s001,BY,R,F,right,0.43614792823791504,True
3,27,s001,AX,A,X,left,0.3668041229248047,True
3,28,s001,BX,G,X,right,0.7569639682769775,True
3,29,s001,NG,A,2,nan,nan,True
3,30,s001,BY,R,J,right,0.49735283851623535,True
3,31,s001,BY,E,M,right,0.3461599349975586,True
3,32,s001,AX,A,X,left,0.32965898513793945,True
3,33,s001,NG,E,2,right,0.36936283111572266,False
3,34,s001,BY,P,F,right,0.8788228034973145,True
3,35,s001,AX,A,X,left,0.5525867938995361,True
3,36,s001,BY,G,F,right,1.1265461444854736,True
3,37,s001,BY,G,Q,right,0.5254781246185303,True
3,38,s001,AX,A,X,left,0.47682905197143555,True
3,39,s001,AY,A,J,right,0.4788699150085449,True
3,40,s001,BY,P,U,right,1.4650278091430664,True
3,41,s001,BY,S,U,right,0.4903998374938965,True
3,42,s001,AX,A,X,left,0.4590260982513428,True
3,43,s001,AX,A,X,left,0.9656929969787598,True
3,44,s001,BX,P,X,left,0.7396140098571777,False
3,45,s001,AY,A,Q,right,0.6742618083953857,True
3,46,s001,BY,P,M,right,0.4115619659423828,True
3,47,s001,NG,P,7,nan,nan,True
