block,trial,subj,trialType,cue,probe,response,rt,accuracy
2,37,s002,AX,A,X,left,0.5603411197662354,True
2,38,s002,AX,A,X,left,0.4068260192871094,True
2,39,s002,BY,S,J,right,0.34732890129089355,True
2,40,s002,NG,A,4,nan,nan,True
2,41,s002,AX,A,X,left,0.44896984100341797,True
2,42,s002,BX,E,X,right,0.3632941246032715,True
2,43,s002,NG,A,9,nan,nan,True
2,44,s002,AX,A,X,left,0.5362250804901123,True
2,45,s002,AX,A,X,left,0.31122899055480957,True
2,46,s002,NG,G,5,nan,nan,True
2,47,s002,AX,A,X,left,0.31827712059020996,True
3,0,s002,NG,S,2,nan,nan,True
3,1,s002,AX,A,X,left,0.3876500129699707,True
3,2,s002,AX,A,X,left,0.5444180965423584,True
3,3,s002,AY,A,F,right,0.4797952175140381,True
3,4,s002,BX,E,X,right,0.33751487731933594,True
3,5,s002,AX,A,X,left,0.384127140045166,True
3,6,s002,BY,R,J,right,0.6215469837188721,True
3,7,s002,NG,A,3,nan,nan,True
3,8,s002,AX,A,X,left,0.3915259838104248,True
3,9,s002,BX,P,X,right,0.35635900497436523,True
3,10,s002,AX,A,X,right,0.3711128234863281,False
3,11,s002,BY,R,U,right,0.40892696380615234,True
3,12,s002,NG,E,1,nan,nan,True
3,13,s002,AX,A,X,left,0.3397650718688965,True
3,14,s002,BY,S,J,right,0.3470489978790283,True
3,15,s002,BY,S,F,right,0.3621838092803955,True
3,16,s002,AX,A,X,left,0.3281571865081787,True
3,17,s002,AY,A,U,left,0.6563680171966553,False
3,18,s002,AX,A,X,left,0.4584639072418213,True
3,19,s002,NG,A,4,nan,nan,True
3,20,s002,AX,A,X,left,0.3476259708404541,True
3,21,s002,BY,G,Q,right,0.41057896614074707,True
3,22,s002,BX,E,X,right,0.3110921382904053,True
3,23,s002,BY,E,F,right,0.37499308586120605,True
3,24,s002,AX,A,X,right,0.7411308288574219,False
3,25,s002,AX,A,X,left,0.3239130973815918,True
3,26,s002,BX,P,X,right,0.3078188896179199,True
3,27,s002,AX,A,X,left,0.34793591499328613,True
3,28,s002,BY,G,F,right,0.34753894805908203,True
3,29,s002,AX,A,X,left,0.338533878326416,True
3,30,s002,BY,G,F,right,0.34531402587890625,True
3,31,s002,AX,A,X,left,0.3050558567047119,True
3,32,s002,BY,S,J,right,0.3773040771484375,True
3,33,s002,NG,G,8,nan,nan,True
3,34,s002,BY,P,M,right,0.38157010078430176,True
3,35,s002,AY,A,M,right,0.3952598571777344,True
3,36,s002,NG,A,2,nan,nan,True
3,37,s002,BY,E,U,right,0.34290313720703125,True
3,38,s002,AX,A,X,left,0.638016939163208,True
3,39,s002,AY,A,F,right,0.45682406425476074,True
3,40,s002,BY,R,Q,right,0.42696595191955566,True
3,41,s002,BY,R,U,right,0.3509559631347656,True
3,42,s002,NG,A,9,right,0.39756107330322266,False
3,43,s002,BY,P,M,right,0.3622450828552246,True
3,44,s002,AX,A,X,left,0.3370950222015381,True
3,45,s002,BY,S,U,right,0.37612295150756836,True
3,46,s002,BY,E,M,right,0.30967092514038086,True
3,47,s002,NG,R,4,nan,nan,True
